,time_played_at,win,race,enemy_race,mmr,mmr_diff,enemy_nickame,map_name,duration
220,2020-03-14 20:10:15+00:00,True,Protoss,Terran,3994,-51,&lt;GROF&gt;<sp/>Shefarin,Simulacrum LE,923
221,2019-11-19 18:45:19+00:00,False,Zerg,Terran,3054,14,MooseMan,Disco Bloodbath LE,807
222,2019-12-21 13:41:55+00:00,True,Protoss,Terran,3936,-40,tiwai,Eternal Empire LE,611
223,2020-01-04 19:07:07+00:00,True,Protoss,Protoss,4031,-132,&lt;unƊeaƊ&gt;<sp/>òMégà,World of Sleepers LE,107
224,2020-01-05 15:02:49+00:00,False,Protoss,Protoss,4041,-37,Tomstar,World of Sleepers LE,293
225,2019-12-22 20:55:54+00:00,False,Protoss,Protoss,3965,67,Bingo,Nightshade LE,182
226,2020-02-14 12:29:16+00:00,False,Protoss,Protoss,4101,-350,StormHead,Simulacrum LE,227
227,2020-02-20 20:24:49+00:00,False,Protoss,Terran,4067,219,Badcomedian,Nightshade LE,625
228,2020-03-11 20:53:48+00:00,False,Protoss,Terran,4054,81,StaryPijany,Simulacrum LE,531
229,2019-11-01 14:28:00+00:00,False,Zerg,Zerg,3104,-36,&lt;THUT&gt;<sp/>Vladosik,Disco Bloodbath LE,262
230,2019-11-29 18:46:06+00:00,False,Zerg,Zerg,3015,107,OVERMIND,World of Sleepers LE,528
231,2019-10-30 07:06:31+00:00,True,Protoss,Terran,3881,389,Paulie,Ephemeron LE,548
232,2019-11-01 10:57:15+00:00,True,Zerg,Terran,3043,126,Varrag,World of Sleepers LE,1153
233,2020-04-27 11:42:24+00:00,False,Protoss,Zerg,3975,-224,&lt;NetGG&gt;<sp/>vladozerg,Nightshade LE,695
234,2020-05-01 12:54:20+00:00,False,Protoss,Protoss,3965,66,Cptred,Nightshade LE,415
235,2020-05-05 18:00:50+00:00,True,Protoss,Protoss,4026,193,helldenn,Purity and Industry LE,873
236,2020-01-05 15:09:49+00:00,True,Protoss,Protoss,4021,93,Majcher,Nightshade LE,388
237,2019-11-01 11:09:16+00:00,True,Zerg,Zerg,3092,47,dabo,Triton LE,673
238,2019-12-09 20:18:26+00:00,False,Protoss,Protoss,4049,-188,Delaam,Eternal Empire LE,307
239,2019-12-21 16:49:32+00:00,True,Protoss,Zerg,3941,-994,&lt;Гномик&gt;<sp/>IndeX,Eternal Empire LE,107
240,2020-05-02 18:28:26+00:00,True,Protoss,Zerg,-36400,-36400,A.I. 1 (Very Easy),Simulacrum LE,369
241,2019-10-31 18:12:23+00:00,False,Protoss,Terran,3881,-761,Tyson,Acropolis LE,49
242,2020-05-29 18:27:53+00:00,False,Protoss,Terran,4093,12,&lt;Hasu&gt;<sp/>RunGen,Ever Dream LE,1582
243,2020-04-27 12:02:46+00:00,False,Protoss,Terran,3959,108,Schmaunzer,Nightshade LE,611
244,2020-03-02 13:45:55+00:00,True,Protoss,Protoss,4130,-36,WizZy,Simulacrum LE,1177
245,2020-03-14 15:34:48+00:00,True,Protoss,Terran,4014,95,&lt;SCTR&gt;<sp/>LimeTime,Zen LE,785
246,2020-02-15 13:41:00+00:00,False,Protoss,Zerg,4063,21,llllllllllll,Nightshade LE,1826
247,2020-01-31 12:42:59+00:00,False,Protoss,Zerg,4031,-44,&lt;adR&gt;<sp/>rdmZoo,Simulacrum LE,454
248,2020-06-01 11:53:17+00:00,False,Protoss,Zerg,4094,-129,iga,Nightshade LE,687
249,2019-11-18 16:08:11+00:00,False,Protoss,Zerg,3911,-55,trouth,Ephemeron LE,529
250,2020-03-18 12:41:44+00:00,True,Protoss,Protoss,4020,45,Apollo,Zen LE,459
251,2020-02-18 19:24:22+00:00,True,Protoss,Zerg,4047,-290,ajb,Nightshade LE,719
252,2019-12-24 18:36:06+00:00,True,Protoss,Zerg,3872,8,Vakhtang,Eternal Empire LE,771
253,2020-03-01 20:09:47+00:00,True,Protoss,Zerg,4066,67,FckVwls,Simulacrum LE,1137
254,2019-11-05 18:35:35+00:00,True,Protoss,Zerg,3752,66,Fleetz,World of Sleepers LE,777
255,2019-12-21 16:46:23+00:00,True,Protoss,Terran,3918,-49,Xenocide,Simulacrum LE,826
256,2020-03-14 15:13:34+00:00,True,Protoss,Protoss,3970,-95,adrianjakuba,Ever Dream LE,276
257,2020-03-04 17:39:40+00:00,False,Protoss,Zerg,4132,56,Leaf,Simulacrum LE,923
258,2020-06-09 16:57:17+00:00,True,Protoss,Protoss,0,0,A.I. 1 (Elite),Golden Wall LE,444
259,2020-04-23 15:40:25+00:00,False,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,385
260,2020-02-09 20:19:03+00:00,False,Protoss,Zerg,4004,45,BlackSmith,Ephemeron LE,798
261,2020-04-17 19:15:54+00:00,True,Protoss,Terran,4001,39,Vanquish,Simulacrum LE,346
262,2020-05-11 09:23:27+00:00,False,Protoss,Zerg,4088,-137,DonkeyMonkey,Zen LE,605
263,2019-12-03 18:33:42+00:00,False,Protoss,Protoss,4028,-27,&lt;Furri&gt;<sp/>PrinceOfIEM,World of Sleepers LE,476
264,2020-02-21 19:32:38+00:00,True,Protoss,Terran,4071,50,Sentinel,Simulacrum LE,746
265,2020-01-04 19:04:15+00:00,True,Protoss,Terran,4009,-29,Rêgo,Nightshade LE,935
266,2020-05-07 09:30:41+00:00,True,Protoss,Zerg,4042,34,&lt;BRSKR&gt;<sp/>Hexe,Golden Wall LE,985
267,2020-04-19 12:01:37+00:00,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,751
268,2020-05-11 09:41:36+00:00,False,Protoss,Terran,4051,107,ElBarto,Simulacrum LE,216
269,2020-05-27 09:57:09+00:00,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Deathaura LE,601
270,2020-03-10 19:22:15+00:00,False,Protoss,Protoss,4053,-46,&lt;FaDr&gt;<sp/>BURNIE,Ephemeron LE,372
271,2020-02-21 17:20:16+00:00,True,Protoss,Terran,4050,-94,Scythe,Ephemeron LE,775
272,2019-11-02 18:05:44+00:00,False,Protoss,Zerg,0,0,A.I. 1 (Very Easy),Ephemeron LE,23
273,2019-12-12 19:53:53+00:00,False,Protoss,Zerg,4001,-36,Xaenor,Nightshade LE,650
274,2020-02-05 21:02:28+00:00,False,Protoss,Zerg,3989,89,MorroLord,Nightshade LE,216
275,2020-02-11 18:03:23+00:00,True,Protoss,Protoss,4064,98,ZZtopGun,Ephemeron LE,643
276,2019-10-31 18:41:02+00:00,True,Zerg,Protoss,2982,-5,Anarazel,World of Sleepers LE,863
277,2020-04-17 20:10:15+00:00,False,Protoss,Terran,4062,12,Etharis,Purity and Industry LE,792
278,2020-02-29 15:49:56+00:00,False,Protoss,Protoss,4085,-90,&lt;Irri&gt;<sp/>Irrichi,Ephemeron LE,400
279,2020-03-22 11:58:56+00:00,False,Protoss,Terran,4066,19,&lt;Hasu&gt;<sp/>RunGen,Ever Dream LE,935
280,2019-09-25 16:36:01+00:00,True,Protoss,Terran,-36400,-39915,HeadAge,Thunderbird LE,910
281,2019-12-12 21:03:25+00:00,False,Protoss,Protoss,4001,57,&lt;snajpu&gt;<sp/>Auddi,Nightshade LE,619
282,2020-05-02 18:46:10+00:00,True,Protoss,Zerg,-36400,-36400,A.I. 1 (Easy),Eternal Empire LE,464
283,2020-05-12 17:59:35+00:00,True,Protoss,Zerg,4005,-11,BuRneR,Nightshade LE,1260
284,2019-12-18 16:35:46+00:00,False,Protoss,Terran,3957,-109,&lt;IndyK&gt;<sp/>HaPe,Eternal Empire LE,235
285,2020-05-29 11:34:43+00:00,True,Protoss,Protoss,0,0,A.I. 1 (Elite),Eternal Empire LE,409
286,2019-11-26 19:32:23+00:00,True,Protoss,Terran,3944,136,Romio,Triton LE,685
287,2019-12-22 21:26:35+00:00,True,Protoss,Terran,3877,44,Nyxeu,Eternal Empire LE,895
288,2020-06-04 19:03:54+00:00,False,Protoss,Terran,4203,21,JOOPSTAR,Simulacrum LE,332
289,2019-11-01 14:22:03+00:00,True,Zerg,Terran,3052,-104,&lt;ZЕRGML&gt;<sp/>Федя,Triton LE,739
290,2019-11-28 19:09:44+00:00,True,Protoss,Protoss,3940,86,&lt;vGL&gt;<sp/>Celestial,World of Sleepers LE,541
291,2020-05-03 20:43:35+00:00,False,Protoss,Zerg,3966,-22,Mich,Purity and Industry LE,500
292,2020-04-27 12:24:52+00:00,False,Protoss,Zerg,3935,46,Ise,Nightshade LE,1218
293,2020-05-04 13:02:05+00:00,True,Protoss,Protoss,3967,22,Piiras,Simulacrum LE,199
294,2019-12-12 19:28:57+00:00,False,Protoss,Terran,4041,-90,NazelHut,Simulacrum LE,317
295,2020-04-22 20:30:29+00:00,False,Protoss,Protoss,4022,1,puLse,Golden Wall LE,305
296,2020-02-15 12:57:31+00:00,False,Protoss,Zerg,4083,-52,&lt;FxL&gt;<sp/>bojan,Ephemeron LE,751
297,2020-05-25 11:59:22+00:00,False,Protoss,Zerg,0,0,TGE,Golden Wall LE,1251
298,2019-10-29 11:14:53+00:00,True,Protoss,Protoss,3871,890,YellowCoke,Triton LE,1
299,2020-03-02 10:06:27+00:00,True,Protoss,Protoss,4088,69,TGNP,Simulacrum LE,696
300,2020-02-13 19:26:27+00:00,True,Protoss,Terran,4085,90,HeroMarauder,Nightshade LE,777
301,2019-11-12 09:42:59+00:00,True,Protoss,Protoss,3847,-41,&lt;UATeam&gt;<sp/>click,Acropolis LE,723
302,2019-10-22 12:19:39+00:00,False,Protoss,Zerg,3862,-102,Zergorix,Acropolis LE,891
303,2019-12-24 13:53:48+00:00,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Ephemeron LE,764
304,2020-04-18 20:45:46+00:00,True,Protoss,Terran,4022,-87,&lt;RBP3&gt;<sp/>Steal,Purity and Industry LE,794
305,2020-03-04 17:52:41+00:00,False,Protoss,Terran,4109,-133,helloRJ,Ephemeron LE,751
306,2019-12-24 11:33:55+00:00,True,Protoss,Protoss,3847,-119,ARCMAN,Simulacrum LE,971
307,2020-03-22 12:03:13+00:00,False,Protoss,Terran,4044,41,OOOOOOOOOOOO,Nightshade LE,232
308,2020-04-27 11:04:39+00:00,False,Protoss,Protoss,3977,-25,Mitchowyn,Purity and Industry LE,369
309,2019-12-20 19:06:55+00:00,False,Protoss,Zerg,3959,-4,&lt;TAW&gt;<sp/>Pote,World of Sleepers LE,453
310,2020-02-21 17:06:44+00:00,True,Protoss,Zerg,4029,20,&lt;0301&gt;<sp/>kookooseen,Ephemeron LE,1072
311,2020-02-26 18:13:51+00:00,True,Protoss,Terran,4091,-45,BlackAnubis,World of Sleepers LE,945
312,2020-04-15 14:28:40+00:00,True,Protoss,Protoss,4022,18,MrBeck,Purity and Industry LE,574
313,2020-04-28 12:40:14+00:00,True,Protoss,Zerg,3872,-1163,&lt;Mkers&gt;<sp/>Doc,Ever Dream LE,1376
314,2020-05-25 11:33:51+00:00,True,Protoss,Zerg,0,0,TGE,Golden Wall LE,857
315,2020-04-15 19:20:27+00:00,True,Protoss,Terran,0,0,&lt;TGCrew&gt;<sp/>Paloma,Ever Dream LE,782
316,2019-10-29 11:42:15+00:00,False,Protoss,Terran,3836,-119,llllllllllll,Triton LE,758
317,2019-11-02 20:15:14+00:00,True,Protoss,Terran,3684,58,lllllll,World of Sleepers LE,470
318,2020-05-01 12:12:21+00:00,False,Protoss,Protoss,3945,40,xyzxyzxyz,Simulacrum LE,754
319,2019-12-12 18:48:15+00:00,False,Protoss,Zerg,4061,-83,&lt;Nutri&gt;<sp/>Highscribe,Nightshade LE,733
320,2019-12-28 14:07:58+00:00,False,Zerg,Zerg,3118,4,Sferum,Eternal Empire LE,222
321,2020-04-15 19:41:39+00:00,False,Protoss,Terran,0,0,&lt;TGCrew&gt;<sp/>Paloma,Simulacrum LE,619
322,2020-06-01 11:40:30+00:00,False,Protoss,Zerg,4112,-141,Minoda,Eternal Empire LE,570
323,2020-05-03 20:33:12+00:00,True,Protoss,Zerg,3942,-97,&lt;FSeS&gt;<sp/>Wizzlô,Golden Wall LE,1369
324,2019-09-12 10:42:41+00:00,True,Protoss,Terran,-36400,-38579,ujptm,Thunderbird LE,729
325,2019-10-08 19:33:28+00:00,False,Protoss,Protoss,3893,-53,Wavelength,Ephemeron LE,254
326,2020-03-14 16:31:42+00:00,False,Protoss,Zerg,4013,-80,hellyeah,Purity and Industry LE,746
327,2019-12-12 20:52:10+00:00,True,Protoss,Protoss,3980,15,&lt;snajpu&gt;<sp/>Auddi,Simulacrum LE,356
328,2019-11-12 10:06:52+00:00,True,Protoss,Terran,3890,-72,Paulie,World of Sleepers LE,1005
329,2019-11-01 13:42:38+00:00,False,Protoss,Protoss,3696,65,&lt;PiGPan&gt;<sp/>Garethax,Acropolis LE,198
330,2019-11-05 18:43:20+00:00,False,Protoss,Protoss,3774,-53,&lt;XsR&gt;<sp/>Ajotaele,Ephemeron LE,426
331,2019-09-24 16:26:09+00:00,True,Zerg,Terran,-36400,-38939,Ayals,Thunderbird LE,479
332,2020-06-03 17:54:42+00:00,True,Protoss,Terran,4133,-27,Etharis,Golden Wall LE,3
333,2020-03-14 16:18:04+00:00,False,Protoss,Terran,4033,-58,&lt;PLA2N&gt;<sp/>ZloyVakarian,Nightshade LE,374
334,2020-05-02 19:06:35+00:00,False,Protoss,Zerg,3966,7,Pokimon,Ever Dream LE,647
335,2020-05-05 17:32:14+00:00,True,Protoss,Zerg,3988,119,&lt;VKT&gt;<sp/>Rørtangen,Simulacrum LE,620
336,2020-04-30 11:20:00+00:00,True,Protoss,Zerg,3937,35,&lt;RIIP&gt;<sp/>Airea,Purity and Industry LE,1381
337,2020-05-25 11:18:22+00:00,True,Protoss,Zerg,0,0,TGE,Nightshade LE,813
338,2020-05-02 19:31:03+00:00,True,Zerg,Zerg,3117,-2,doomsdayza,Simulacrum LE,568
339,2020-03-02 09:52:39+00:00,False,Protoss,Terran,4105,-180,IIIIIIIIIIII,Nightshade LE,786
340,2020-04-01 06:54:32+00:00,True,Protoss,Zerg,4000,-23,&lt;TRSO&gt;<sp/>THERIPPER,Simulacrum LE,950
341,2019-12-23 16:23:00+00:00,True,Protoss,Zerg,3897,3,IntrinsiCat,Eternal Empire LE,870
342,2020-05-29 17:58:42+00:00,True,Protoss,Zerg,4072,32,Sclera,Eternal Empire LE,1724
343,2019-12-22 21:11:02+00:00,False,Protoss,Protoss,3897,-51,DeepMind,Nightshade LE,159
344,2020-02-17 17:47:46+00:00,False,Protoss,Terran,0,0,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Simulacrum LE,776
345,2019-12-09 20:28:00+00:00,False,Protoss,Zerg,4032,-129,PeterLax,Simulacrum LE,557
346,2019-10-10 07:55:19+00:00,True,Protoss,Zerg,3760,-56,&lt;PROOO&gt;<sp/>Jesperpro,Thunderbird LE,801
347,2020-01-15 16:01:40+00:00,False,Protoss,Protoss,3969,-68,&lt;aW&gt;<sp/>Jeatall,Nightshade LE,204
348,2019-10-04 11:08:46+00:00,True,Zerg,Protoss,-36400,-39812,NikkooO,Disco Bloodbath LE,577
349,2019-09-26 17:21:45+00:00,True,Zerg,Terran,-36400,-39738,&lt;oooboy&gt;<sp/>Ojtech,Acropolis LE,945
350,2020-02-10 19:08:40+00:00,True,Protoss,Protoss,3981,102,Kachu,Ephemeron LE,305
351,2020-05-01 11:39:32+00:00,False,Protoss,Zerg,3988,36,Samaya,Ever Dream LE,307
352,2020-02-18 19:11:38+00:00,True,Protoss,Zerg,4024,-47,Hello,Simulacrum LE,887
353,2019-10-21 11:46:27+00:00,False,Zerg,Protoss,3185,63,AcahCruv,Thunderbird LE,620
354,2020-04-23 16:22:18+00:00,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,858
355,2019-11-02 20:06:36+00:00,True,Protoss,Terran,3655,8,lllllll,Disco Bloodbath LE,797
356,2020-03-14 20:23:13+00:00,True,Protoss,Terran,4017,-28,Ben,Purity and Industry LE,734
357,2019-12-28 14:03:26+00:00,True,Zerg,Terran,3089,51,SMCWWMarF,Simulacrum LE,636
358,2020-04-19 11:26:52+00:00,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,658
359,2020-05-15 20:33:15+00:00,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Zen LE,574
360,2020-04-23 15:56:17+00:00,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,895
361,2019-12-21 14:10:12+00:00,False,Protoss,Terran,3915,-92,xYn,Simulacrum LE,492
362,2019-11-01 13:31:50+00:00,False,Zerg,Terran,3145,-8,qwe,Acropolis LE,727
363,2020-02-26 18:27:28+00:00,True,Protoss,Terran,4114,-99,&lt;BornG&gt;<sp/>LucidityDark,World of Sleepers LE,770
364,2019-12-28 21:06:48+00:00,True,Protoss,Zerg,3980,-260,contremaitre,Nightshade LE,478
365,2020-03-05 21:18:52+00:00,False,Protoss,Protoss,4091,74,Cyborg,Ephemeron LE,782
366,2019-11-18 17:48:00+00:00,True,Protoss,Terran,3889,-18,&lt;TheDOH&gt;<sp/>secretspace,World of Sleepers LE,879
367,2020-01-05 14:47:32+00:00,True,Protoss,Terran,4019,-17,Sanedude,Nightshade LE,405
368,2019-11-04 20:40:48+00:00,True,Protoss,Terran,3799,-67,&lt;FreeHK&gt;<sp/>jellun,Acropolis LE,455
369,2020-03-02 09:38:32+00:00,True,Protoss,Zerg,4086,82,Piliskner,Simulacrum LE,945
370,2020-03-12 18:55:52+00:00,False,Protoss,Protoss,4030,-7,ORIGYN,Golden Wall LE,477
371,2019-12-03 18:55:23+00:00,True,Protoss,Terran,4007,82,&lt;IBeAŚI&gt;<sp/>Bummsjordy,Eternal Empire LE,328
372,2019-09-25 16:49:17+00:00,True,Zerg,Protoss,-36400,0,grishaadf,Acropolis LE,473
373,2020-05-07 10:13:37+00:00,True,Protoss,Terran,4086,14,Yeezus,Golden Wall LE,1595
374,2019-12-02 20:09:55+00:00,True,Protoss,Terran,4006,-10,kalarazar,Nightshade LE,1326
375,2020-02-09 20:04:14+00:00,False,Protoss,Zerg,4029,-25,Grandclicker,World of Sleepers LE,564
376,2019-09-12 10:53:37+00:00,True,Protoss,Terran,-36400,-38935,&lt;klko&gt;<sp/>marauder,World of Sleepers LE,522
377,2019-11-01 11:30:59+00:00,True,Zerg,Terran,3144,16,AUzg,Acropolis LE,1076
378,2019-12-12 21:16:53+00:00,False,Protoss,Protoss,3978,-191,Vidra,Nightshade LE,765
379,2020-04-30 11:33:13+00:00,True,Protoss,Zerg,3957,-131,KillemAll,Nightshade LE,725
380,2019-12-23 16:51:19+00:00,True,Protoss,Terran,3873,87,Listig,Nightshade LE,1132
381,2019-12-22 21:04:09+00:00,False,Protoss,Terran,3941,61,Jungla,Eternal Empire LE,472
382,2020-04-15 15:03:08+00:00,False,Protoss,Zerg,4018,-135,Tomus,Simulacrum LE,603
383,2020-04-23 15:33:05+00:00,False,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,66
384,2020-02-14 12:24:59+00:00,False,Protoss,Zerg,4123,25,Haze,World of Sleepers LE,761
385,2019-10-31 18:55:16+00:00,False,Protoss,Zerg,3766,10,Granaatappel,Acropolis LE,777
386,2020-05-26 09:46:32+00:00,False,Protoss,Protoss,4024,-50,MKPrime,Zen LE,646
387,2019-11-26 19:11:43+00:00,True,Protoss,Zerg,3899,-952,SkyFlare,World of Sleepers LE,66
388,2020-05-12 18:11:01+00:00,False,Protoss,Zerg,4027,-99,Лох,Simulacrum LE,545
389,2019-12-20 18:17:10+00:00,False,Protoss,Protoss,3957,0,&lt;ƮesXG&gt;<sp/>Rocky,World of Sleepers LE,257
390,2020-04-22 20:24:41+00:00,False,Protoss,Protoss,4045,47,puLse,Golden Wall LE,534
391,2019-12-27 20:24:27+00:00,False,Protoss,Zerg,3933,-100,HiveMind,World of Sleepers LE,262
392,2019-11-26 19:04:47+00:00,False,Protoss,Protoss,3905,-691,Doomweed,Acropolis LE,224
393,2020-05-12 17:37:31+00:00,False,Protoss,Zerg,4026,-14,Tiger,Ever Dream LE,433
394,2019-11-25 17:23:07+00:00,True,Zerg,Protoss,3015,47,&lt;b0O0n&gt;<sp/>DrLove,Disco Bloodbath LE,935
395,2019-11-18 15:44:35+00:00,False,Protoss,Zerg,3913,116,&lt;lLiTl&gt;<sp/>Eniman,Triton LE,278
396,2020-05-30 21:10:17+00:00,True,Protoss,Terran,4089,-34,Onkelelak,Eternal Empire LE,996
397,2019-10-09 19:06:50+00:00,False,Zerg,Protoss,3125,-11,Justify,Winter's Gate LE,137
398,2020-03-09 11:22:11+00:00,True,Protoss,Zerg,4033,32,Vorp,World of Sleepers LE,1084
399,2019-09-11 15:35:39+00:00,True,Zerg,Zerg,-36400,-38905,OtecAnisim,Disco Bloodbath LE,682
400,2020-02-06 20:48:26+00:00,True,Protoss,Protoss,3988,26,MsDragonFly,Nightshade LE,640
401,2020-05-26 09:13:43+00:00,True,Protoss,Terran,4026,45,Marvin,Zen LE,421
402,2020-01-04 19:19:31+00:00,False,Protoss,Terran,4057,-32,Tsumi,Eternal Empire LE,714
403,2019-11-29 18:14:11+00:00,False,Protoss,Zerg,3959,-39,zzTp,World of Sleepers LE,384
404,2019-11-07 18:09:53+00:00,False,Zerg,Zerg,3062,-6,FABBZH,Acropolis LE,429
405,2019-10-14 19:15:57+00:00,False,Protoss,Protoss,3878,17,Supermaru,Triton LE,240
406,2019-12-02 19:29:02+00:00,True,Protoss,Terran,3961,-107,&lt;IWtD&gt;<sp/>DiabloFeTo,Simulacrum LE,575
407,2019-12-10 19:05:25+00:00,True,Protoss,Zerg,4017,-108,NSƒFaxo,Eternal Empire LE,755
408,2019-10-29 09:32:19+00:00,True,Protoss,Zerg,3821,-73,Tomaso,World of Sleepers LE,684
409,2020-05-08 11:34:03+00:00,True,Protoss,Zerg,4127,109,Ergopro,Nightshade LE,1157
410,2020-04-23 15:13:24+00:00,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,470
411,2019-09-12 16:28:28+00:00,True,Protoss,Terran,-36400,-39229,Toidak,Thunderbird LE,515
412,2019-12-02 19:42:48+00:00,True,Protoss,Terran,3985,25,&lt;OnkelS&gt;<sp/>Prolow,Simulacrum LE,685
413,2020-04-28 12:16:11+00:00,False,Protoss,Zerg,3912,-133,DupaDuupa,Simulacrum LE,728
414,2020-04-30 18:14:21+00:00,False,Protoss,Terran,3983,62,FrosT,Purity and Industry LE,233
415,2020-02-21 16:46:06+00:00,False,Protoss,Terran,4048,-63,razor,Ephemeron LE,514
416,2019-12-24 19:08:58+00:00,True,Protoss,Terran,3914,74,PPO,World of Sleepers LE,920
417,2020-01-05 14:18:07+00:00,True,Protoss,Terran,4019,14,delmak,Eternal Empire LE,867
418,2019-12-20 18:59:06+00:00,True,Protoss,Terran,3939,53,CapSto,Eternal Empire LE,338
419,2020-05-11 16:28:32+00:00,True,Protoss,Zerg,0,0,TGE,Nightshade LE,1184
420,2019-11-18 17:32:43+00:00,False,Protoss,Protoss,3910,-10,Raver,Acropolis LE,341
421,2019-11-02 17:46:00+00:00,True,Protoss,Zerg,3691,85,&lt;Aǂmove&gt;<sp/>AmoveZerg,Disco Bloodbath LE,2
422,2019-12-18 16:53:06+00:00,True,Protoss,Terran,3938,110,FrozenZerg,Simulacrum LE,960
423,2019-10-14 19:10:22+00:00,True,Zerg,Protoss,2956,0,IIIIIIIIIIII,Thunderbird LE,843
424,2019-12-22 21:07:48+00:00,False,Protoss,Protoss,3918,-9,DeepMind,World of Sleepers LE,175
425,2020-05-30 20:50:13+00:00,True,Protoss,Zerg,4071,122,Hellfighter,Golden Wall LE,718
426,2020-02-17 17:31:43+00:00,False,Protoss,Terran,0,0,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Simulacrum LE,684
427,2019-10-14 19:45:44+00:00,True,Zerg,Terran,3039,-35,RoBoT,Acropolis LE,650
428,2019-11-29 18:07:04+00:00,False,Protoss,Zerg,3981,5,zzTp,Nightshade LE,468
429,2019-09-26 10:06:38+00:00,True,Zerg,Zerg,-36400,-39401,&lt;SAZZ&gt;<sp/>LINUSWES,Acropolis LE,361
430,2020-04-23 16:04:26+00:00,False,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,384
431,2019-10-06 12:23:56+00:00,True,Protoss,Protoss,3751,25,MJM,Acropolis LE,2
432,2020-05-27 10:56:00+00:00,True,Protoss,Terran,4030,-73,CleanSweep,Simulacrum LE,719
433,2020-02-17 16:31:23+00:00,False,Protoss,Terran,4041,33,&lt;lLiTl&gt;<sp/>Quickman,Simulacrum LE,804
434,2020-02-13 18:34:05+00:00,False,Protoss,Terran,4102,-136,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Ephemeron LE,761
435,2019-11-04 20:53:20+00:00,False,Protoss,Terran,3800,-83,&lt;MiClan&gt;<sp/>MiSHANYA,Disco Bloodbath LE,396
436,2020-05-04 12:43:06+00:00,True,Protoss,Terran,3926,95,StaMinA,Golden Wall LE,784
437,2020-02-02 17:15:06+00:00,False,Protoss,Zerg,4012,-80,&lt;0mg&gt;<sp/>Sroljo,World of Sleepers LE,264
438,2020-04-19 11:48:32+00:00,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,297
439,2020-04-30 18:34:01+00:00,True,Protoss,Terran,3964,-91,&lt;BRs&gt;<sp/>GoodFellas,Nightshade LE,1040
